Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Payments for services,05.03.2018,5100965077,"£6,166.67",Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,05.03.2018,5100965073,"-£9,521.65",Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,05.03.2018,5100965074,"-£9,787.23",Cambian Childcare Ltd
Manchester City Council,Adult Social Care,Foster Payments,05.03.2018,1905957828,"£1,224.02",Redacted Personal Information
Manchester City Council,Adult Social Care,Personal needs of client,05.03.2018,5100964780,"£1,161.00",Osprey Healthcare Ltd
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,05.03.2018,1905949804,"£5,854.50",Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Personal Needs of Residents - Other Amenities,05.03.2018,1905948322,"£3,819.28",Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Childrens Allowances,05.03.2018,1905948322,"£1,910.70",Barnardos Manchester Leaving Care S
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,05.03.2018,5100964668,"£40,000.00",Laing O'Rourke Construction Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,05.03.2018,5100964668,"£22,580.19",Laing O'Rourke Construction Ltd
Manchester City Council,Childrens Services,Building Works,05.03.2018,5100964668,"£8,175.68",Laing O'Rourke Construction Ltd
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964850,"£1,124.80",Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964998,"£1,124.80",Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964850,£945.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964851,£945.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964850,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964851,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964998,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964998,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964998,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964851,£630.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.03.2018,5100964998,£558.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Professional fees,05.03.2018,5100965018,"£1,229.59",Turner & Townsend Cost
Manchester City Council,Corporate Services,Professional fees,05.03.2018,5100964937,£925.00,Currie & Brown UK Ltd
Manchester City Council,Corporate Services,Professional fees,05.03.2018,5100965099,£850.00,Mindtree Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,05.03.2018,5100965092,"£57,603.38",Conlon Construction Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,05.03.2018,5100965114,"£24,999.31",Conlon Construction Ltd
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,05.03.2018,5100965004,"£929,936.81",Great Places Housing Association
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957994,"£15,779.59",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957979,"£15,100.80",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957942,"£9,338.00",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957961,"£5,918.91",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957950,"£5,527.30",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957968,"£5,369.76",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957992,"£5,137.34",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957995,"£4,760.38",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957951,"£4,577.60",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957952,"£4,568.70",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957984,"£4,550.00",Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957989,"£4,339.28",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957970,"£4,241.00",Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,05.03.2018,1905957965,"£1,241.39",UPS Building & Maintenance Ltd
Manchester City Council,Housing Revenue Account,Supporting People Payments,05.03.2018,5100964992,"£1,538.46",Northwards Housing Limited
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05.03.2018,5100965132,"£4,153.00",Hoist & Shower Chair Company
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05.03.2018,5100965117,"£2,553.00",Hoist & Shower Chair Company
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,05.03.2018,5100965113,"£2,168.00",Hoist & Shower Chair Company
Manchester City Council,Chief Executives,Agency staff provision,05.03.2018,5100965140,"£30,079.36",Eden Brown Synergy
Manchester City Council,Chief Executives,Agency staff provision,05.03.2018,5100964617,"£20,303.28",Cadence Resourcing Ltd
Manchester City Council,Chief Executives,Agency staff provision,05.03.2018,5100965138,"-£30,079.36",Eden Brown Synergy
Manchester City Council,Chief Executives,Training and Development,05.03.2018,5100965013,"£1,624.70",Coachingworks4me Ltd
Manchester City Council,Chief Executives,"Consumable items eg Toilet rolls, soap etc",05.03.2018,5100964632,£956.70,Manchester Metropolitan University
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.03.2018,5100964805,£676.85,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.03.2018,5100964818,£664.25,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.03.2018,5100964982,£647.42,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.03.2018,5100964811,£601.27,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.03.2018,5100964804,£582.35,Redacted Personal Information
Manchester City Council,Chief Executives,Paper & Envelopes,05.03.2018,5100964660,£842.05,Premier Paper Group Ltd
Manchester City Council,Chief Executives,Professional fees,05.03.2018,5100965215,"£200,000.00",Womanchester Statue Project
Manchester City Council,Chief Executives,Professional fees,05.03.2018,5100964816,£700.00,Manchester Metropolitan University
Manchester City Council,Chief Executives,Funeral and coroner related services,05.03.2018,5100965066,"£1,618.60",Redacted Personal Information
Manchester City Council,Chief Executives,Funeral and coroner related services,05.03.2018,5100965066,£551.50,Redacted Personal Information
Manchester City Council,Chief Executives,Examination Fees,05.03.2018,5100965061,"£3,880.00",ROAR Forensics Ltd
Manchester City Council,Chief Executives,Examination Fees,05.03.2018,5100965063,"£3,085.60",LGC (Forensics) Limited
Manchester City Council,Chief Executives,Examination Fees,05.03.2018,5100941265,"£2,321.61",Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Examination Fees,05.03.2018,5100944679,"£2,321.61",Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Examination Fees,05.03.2018,5100964956,"-£4,643.22",Central Mcr Uni Hospital t/a
Manchester City Council,Chief Executives,Funeral and coroner related services,05.03.2018,5100965062,"£5,754.00",The Pennine Acute Hospital Nhs Trus
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.03.2018,5100964781,"£7,992.00",Turner & Townsend Cost
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,05.03.2018,5100965144,"£48,164.89",Manchester Working Ltd
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,05.03.2018,5100964853,"£4,076.98",Pennine Telecom Ltd
Manchester City Council,Regeneration Finance,Rents,05.03.2018,1905956203,"£96,500.00",Eric Wright Group Ltd
Manchester City Council,Regeneration Finance,Rents,05.03.2018,1905955762,"£20,829.87",APAM re Britannia Invest SC
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,05.03.2018,5100964852,£703.01,BCL
Manchester City Council,Highways Services,Professional fees,05.03.2018,5100964989,"£2,550.00",AECOM Limited
Manchester City Council,Manchester Leisure,Training and Development,06.03.2018,5100964625,£600.00,Manchester Mind
Manchester City Council,Manchester Leisure,Electricity,06.03.2018,5100965123,"£1,828.03",The Manchester College
Manchester City Council,Manchester Leisure,Refuse Collection,06.03.2018,5100965154,"£1,166.00",Dickinson Environmental
Manchester City Council,Manchester Leisure,Public Transport,06.03.2018,5100964809,£560.00,Transport for Greater Manchester
Manchester City Council,Manchester Leisure,Car Parking Permits,06.03.2018,5100965303,"£4,434.67",National Car Parks Ltd Season Ticke
Manchester City Council,Manchester Leisure,Equipment,06.03.2018,1905958612,"£1,500.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06.03.2018,5100965033,"£4,670.00",Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Professional fees,06.03.2018,5100965167,"£5,000.00",Culture Runner
Manchester City Council,Manchester Leisure,Professional fees,06.03.2018,5100964849,"£3,000.00",Crowdfund UK
Manchester City Council,Manchester Leisure,Professional fees,06.03.2018,1905958646,"£2,619.32",The Tentative Collective
Manchester City Council,Manchester Leisure,Professional fees,06.03.2018,5100965312,£548.75,Redacted Personal Information
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.03.2018,5100965349,£925.00,National Football Museum
Manchester City Council,Manchester Leisure,Legal Fees,06.03.2018,5100965269,"£1,350.00",Kings Chambers
Manchester City Council,Manchester Leisure,Legal Fees,06.03.2018,5100965322,"£2,740.00",Lincoln House Chambers
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,06.03.2018,5100965284,"£2,990.00",Gullivers Truck Hire Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,06.03.2018,5100965267,£696.39,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,06.03.2018,5100965268,£696.39,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Lettings Income,06.03.2018,1905958647,"£1,712.81",Redacted Personal Information
Manchester City Council,Adult Social Care,Rents,06.03.2018,5100965017,"£4,725.00",Commercial Real Estates Management
Manchester City Council,Adult Social Care,Equipment,06.03.2018,5100965184,£913.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,06.03.2018,1905949688,"£6,400.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,06.03.2018,1905940680,"£3,000.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,06.03.2018,1905952031,"£2,650.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,06.03.2018,5100965235,"£1,375.79",Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Professional fees,06.03.2018,5100965190,£720.00,Zion Arts Centre Ltd
Manchester City Council,Adult Social Care,Professional fees,06.03.2018,5100945447,£600.00,Cornerstone Design and Marketing
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,06.03.2018,5100965341,£750.00,Bury M.B.C.
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100965317,"£42,954.00",Gaddum Centre
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100964839,"£16,666.66",Riverside ECHG
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100964899,"£9,187.16",Riverside ECHG
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100964899,"£7,396.14",Riverside ECHG
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100964904,"£6,010.20",Talbot House Support Centre
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100965146,"£4,500.00",Remedi
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100964837,"£3,333.27",Riverside ECHG
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100964902,"£2,575.81",Talbot House Support Centre
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.03.2018,5100965350,"£2,252.91",Brighter Beginnings (Cheetham)
